Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AGN,Allergan plc.,184.58,$61.71B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn
AGN^A,Allergan plc.,668.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a
ALE,"Allete, Inc.",77.32,$3.94B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale
AKP,Alliance California Municipal Income Fund Inc,13.75,$117.63M,2002,n/a,n/a,http://www.nasdaq.com/symbol/akp
ADS,Alliance Data Systems Corporation,226.2,$12.55B,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads
AHGP,"Alliance Holdings GP, L.P.",28,$1.68B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
AMMA,"Alliance MMA, Inc.",1.581,$16.64M,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma
AFB,Alliance National Municipal Income Fund Inc,13.63,$391.79M,2002,n/a,n/a,http://www.nasdaq.com/symbol/afb
AOI,"Alliance One International, Inc.",11,$98.73M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi
ARLP,"Alliance Resource Partners, L.P.",19.75,$2.58B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
AWF,Alliance World Dollar Government Fund II,13.02,$1.12B,1993,n/a,n/a,http://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,25.9,$2.42B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab
LNT,Alliant Energy Corporation,43.07,$9.95B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.5,$173.44M,2017,n/a,n/a,http://www.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,7.1,$628.94M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncv
NCZ,AllianzGI Convertible & Income Fund II,6.22,$464.92M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncz
ACV,AllianzGI Diversified Income & Convertible Fund,22.05,$226.56M,2015,n/a,n/a,http://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,20.96,$580.78M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.43,$1.27B,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj
AHPI,"Allied Healthcare Products, Inc.",2.04,$8.19M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",28.05,$265.14M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
ALQA,"Alliqua BioMedical, Inc.",3.5,$1.75M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
ALSN,"Allison Transmission Holdings, Inc.",43.76,$6.51B,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn
ALLT,Allot Communications Ltd.,5.41,$179.15M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",12.74,$2.3B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
ALL,Allstate Corporation (The),94.25,$34.06B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),25.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),26.6532,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b
ALL^C,Allstate Corporation (The),26.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c
ALL^D,Allstate Corporation (The),26.6182,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),26.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),26.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f
ALLY,Ally Financial Inc.,26.35,$11.69B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a
AAU,"Almaden Minerals, Ltd.",1,$101.34M,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aau
AFAM,Almost Family Inc,40.4,$564.15M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
ALNY,"Alnylam Pharmaceuticals, Inc.",121.09,$11.11B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
ALDW,"Alon USA Partners, LP",12.76,$797.87M,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw
AOSL,Alpha and Omega Semiconductor Limited,18.32,$440.37M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
APT,"Alpha Pro Tech, Ltd.",4.1215,$62.26M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/apt
GOOG,Alphabet Inc.,1025.5,$712.52B,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,1042.595,$724.4B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,24.066,$26.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",3.57,$49.2M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
AGD,Alpine Global Dynamic Dividend Fund,10.63,$133.4M,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd
AWP,Alpine Global Premier Properties Fund,6.54,$558.57M,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp
ALPN,"Alpine Immune Sciences, Inc.",10.3,$40.31M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alpn
AOD,Alpine Total Dynamic Dividend Fund,9.11,$980.18M,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,29.279,$10.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin
AABA,Altaba Inc.,70.59,$62.6B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/aaba
ALTR,Altair Engineering Inc.,18.31,$1.11B,2017,n/a,n/a,http://www.nasdaq.com/symbol/altr
AYX,"Alteryx, Inc.",22.47,$1.32B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",24.94,$18.38B,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/atus
ALT,"Altimmune, Inc.",2.26,$35.22M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alt
AAMC,Altisource Asset Management Corp,84.375,$132.71M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/aamc
ASPS,Altisource Portfolio Solutions S.A.,26.74,$478.77M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
RESI,Altisource Residential Corporation,10.69,$570.41M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi
AIMC,Altra Industrial Motion Corp.,47.55,$1.39B,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
MO,Altria Group,64.7,$123.46B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,19.33,$11.52B,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach
AMAG,"AMAG Pharmaceuticals, Inc.",15.95,$562.85M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
AMRN,Amarin Corporation plc,3.47,$939.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",15,$105.47M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
AMZN,"Amazon.com, Inc.",1103.68,$531.83B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",16.14,$730.35M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",7.237,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
AMBA,"Ambarella, Inc.",56.38,$1.87B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
AMBR,"Amber Road, Inc.",7.67,$208.31M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,6.29,$98.8B,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",13.45,$1.76B,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc
AMCX,AMC Networks Inc.,50.99,$3.24B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
DIT,AMCON Distributing Company,90,$61.1M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dit
DOX,Amdocs Limited,64.37,$9.36B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
AMDA,Amedica Corporation,0.3552,$12.88M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
AMED,Amedisys Inc,46.45,$1.57B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
UHAL,Amerco,396.17,$7.77B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
AEE,Ameren Corporation,61.8,$14.99B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",7.95,$361.95M,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc
ATAX,"America First Multifamily Investors, L.P.",6.05,$364.53M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",17,$55.89B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AMOV,"America Movil, S.A.B. de C.V.",17,$55.89B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",17.11,$56.25B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx
AAL,"American Airlines Group, Inc.",47.84,$22.89B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
AAT,"American Assets Trust, Inc.",38.76,$1.83B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",17.81,$1.98B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,42.2,$5.76B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc
ACSF,"American Capital Senior Floating, Ltd.",11.05,$110.5M,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
AEO,"American Eagle Outfitters, Inc.",12.94,$2.29B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",74.01,$36.4B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep
AETI,"American Electric Technologies, Inc.",1.5975,$13.76M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti
AEL,American Equity Investment Life Holding Company,29.51,$2.62B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael
AXP,American Express Company,95.79,$83.15B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",101.81,$8.96B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg
AFGE,"American Financial Group, Inc.",26.28,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",26.48,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,21.46,$5.59B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh
AMH^C,American Homes 4 Rent,28.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^c
AMH^D,American Homes 4 Rent,26.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,26.4426,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,25.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^g
AIG,"American International Group, Inc.",64.66,$58.41B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws
ALN,American Lorain Corporation,0.3,$11.48M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/aln
AMID,"American Midstream Partners, LP",13.7,$709.11M,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid
AMNB,"American National Bankshares, Inc.",38.65,$334.22M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,122.38,$3.3B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,14.44,$779.78M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc
APEI,"American Public Education, Inc.",19.85,$322.54M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
ARII,"American Railcar Industries, Inc.",40.39,$770.8M,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
ARL,"American Realty Investors, Inc.",9.49,$147.23M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",11.43,$357.59M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara
AMRB,American River Bankshares,15.1,$96.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
AMS,American Shared Hospital Services,3.05,$17.42M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ams
AMSWA,"American Software, Inc.",12.3,$365.65M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
AWR,American States Water Company,53.62,$1.96B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr
AMSC,American Superconductor Corporation,4.1,$78.7M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
AMT,American Tower Corporation (REIT),140.81,$60.43B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt
AMT^B,American Tower Corporation (REIT),124.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b
AVD,American Vanguard Corporation,22.3,$664.18M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd
AWK,American Water Works,87.21,$15.55B,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk
AMWD,American Woodmark Corporation,95.6,$1.55B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",41.75,$307.53M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
USAS,Americas Silver Corporation,3.95,$161.18M,2017,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/usas
APU,"AmeriGas Partners, L.P.",45.35,$4.22B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",157.38,$23.34B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
ABCB,Ameris Bancorp,47.65,$1.77B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",64.6,$1.24B,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,4.15,$75.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,27.6046,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
ABC,AmerisourceBergen Corporation (Holding Co),76.62,$16.79B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc
ATLO,Ames National Corporation,29.1,$270.95M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,175.42,$127.34B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",13.89,$2.29B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold
ANFI,Amira Nature Foods Ltd,5.86,$184.65M,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi
AMKR,"Amkor Technology, Inc.",10.8,$2.58B,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
AMN,AMN Healthcare Services Inc,42.65,$2.04B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn
AP,Ampco-Pittsburgh Corporation,16.4,$202.71M,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap
AMPH,"Amphastar Pharmaceuticals, Inc.",18.43,$851.39M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph
APH,Amphenol Corporation,86.87,$26.53B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph
AMPE,"Ampio Pharmaceuticals, Inc.",1.09,$74.37M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ampe
IBUY,Amplify Online Retail ETF,37.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy
BETR,"Amplify Snack Brands, inc.",6.52,$500.37M,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr
APHB,AmpliPhi Biosciences Corporation,1.04,$9.64M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aphb
AXR,AMREP Corporation,7.14,$57.76M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr
ASYS,"Amtech Systems, Inc.",13.67,$198.91M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
AME,"AMTEK, Inc.",67.25,$15.52B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame
AFSI,"AmTrust Financial Services, Inc.",12.54,$2.46B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
AFSI^A,"AmTrust Financial Services, Inc.",24.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a
AFSI^B,"AmTrust Financial Services, Inc.",25.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b
AFSI^C,"AmTrust Financial Services, Inc.",24.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c
AFSI^D,"AmTrust Financial Services, Inc.",24.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d
AFSI^E,"AmTrust Financial Services, Inc.",25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e
AFSI^F,"AmTrust Financial Services, Inc.",23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f
AFSS,"AmTrust Financial Services, Inc.",25.995,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss
AFST,"AmTrust Financial Services, Inc.",26.75,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst
AMRS,"Amyris, Inc.",3.2,$120.34M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
AEUA,Anadarko Petroleum Corporation,38.7,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua
APC,Anadarko Petroleum Corporation,50.14,$28.1B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc
ADI,"Analog Devices, Inc.",90.99,$33.45B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
ALOG,Analogic Corporation,79.95,$995.84M,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog
ANAB,"AnaptysBio, Inc.",64.95,$1.32B,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,4.18,$176.28M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl
ANCB,Anchor Bancorp,24.95,$62.25M,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
ANDV,Andeavor,109.21,$17.14B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/andv
ANDX,Andeavor Logistics LP,45.79,$4.95B,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/andx
ANDA,Andina Acquisition Corp. II,10.35,$50.48M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. II,1.08,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. II,10.2,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. II,0.879,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,12.37,$5.89B,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",16.87,$619.39M,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango
AU,AngloGold Ashanti Limited,9.39,$3.83B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,122.14,$236.16B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud
ANIP,"ANI Pharmaceuticals, Inc.",57.54,$670.3M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,53.53,$784.84M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik
AXE,Anixter International Inc.,67.25,$2.24B,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,11.52,$13.4B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly
